Epoch,Start Timestamp,Lock Timestamp,Close Timestamp,Lock Price,Close Price,Lock Oracle ID,Close Oracle ID,Total Amount,Bull Amount,Bear Amount,Reward Base Cal Amount,Reward Amount,Oracle Called,Pattern,Latest Price,Trading Volume
160177,1680597054,1680597354,1680597660,310.02,310.22,36893488147420651413,36893488147420651443,9.58,5,4,5.29,9.29,True,Bull,313.14,9
160178,1680597360,1680597660,1680597963,310.22,310.31,36893488147420651443,36893488147420651473,13.55,7,5,7.78,13.14,True,Bull,313.14,12
160179,1680597663,1680597963,1680598266,310.31,310.6,36893488147420651473,36893488147420651504,11.08,5,5,5.36,10.75,True,Bull,313.14,10
160180,1680597966,1680598266,1680598569,310.6,310.39,36893488147420651504,36893488147420651534,9.63,5,4,4.29,9.34,True,Bear,313.14,9
160181,1680598269,1680598569,1680598873,310.39,310.4,36893488147420651534,36893488147420651564,34.48,14,20,14.27,33.44,True,Bull,313.14,34
160182,1680598573,1680598873,1680599179,310.4,310.3,36893488147420651564,36893488147420651595,11.98,4,7,7.63,11.62,True,Bear,313.14,11
160183,1680598879,1680599179,1680599485,310.3,310.54,36893488147420651595,36893488147420651625,19.39,11,7,11.74,18.81,True,Bull,313.14,18
160184,1680599185,1680599485,1680599794,310.54,310.22,36893488147420651625,36893488147420651654,10.82,4,6,6.5,10.5,True,Bear,313.14,10
160185,1680599494,1680599794,1680600100,310.22,310.56,36893488147420651654,36893488147420651685,15.5,8,7,8.46,15.04,True,Bull,313.14,15
160186,1680599800,1680600100,1680600408,310.56,310.41,36893488147420651685,36893488147420651715,18.35,11,7,7.35,17.8,True,Bear,313.14,18
160187,1680600108,1680600408,1680600713,310.41,310.54,36893488147420651715,36893488147420651745,12.94,5,7,5.69,12.55,True,Bull,313.14,12
160188,1680600413,1680600713,1680601019,310.54,310.6,36893488147420651745,36893488147420651775,14.73,6,7,6.75,14.29,True,Bull,313.14,13
160189,1680600719,1680601019,1680601325,310.6,310.52,36893488147420651775,36893488147420651806,18.85,7,11,11.41,18.28,True,Bear,313.14,18
160190,1680601025,1680601325,1680601631,310.52,310.7,36893488147420651806,36893488147420651835,10.72,6,4,6.63,10.4,True,Bull,313.14,10
160191,1680601331,1680601631,1680601937,310.7,310.6,36893488147420651835,36893488147420651866,15.51,6,8,8.66,15.04,True,Bear,313.14,14
160192,1680601637,1680601937,1680602240,310.6,310.59,36893488147420651866,36893488147420651896,12.09,6,5,5.44,11.72,True,Bear,313.14,11
160193,1680601940,1680602240,1680602546,310.59,310.79,36893488147420651896,36893488147420651927,13.14,3,9,3.77,12.75,True,Bull,313.14,12
160194,1680602246,1680602546,1680602852,310.79,311.01,36893488147420651927,36893488147420651957,12.28,7,4,7.85,11.91,True,Bull,313.14,11
160195,1680602552,1680602852,1680603158,311.01,310.14,36893488147420651957,36893488147420651988,14.61,6,7,7.65,14.17,True,Bear,313.14,13
160196,1680602858,1680603158,1680603464,310.14,310.58,36893488147420651988,36893488147420652018,15.09,7,7,7.21,14.64,True,Bull,313.14,14
160197,1680603164,1680603464,1680603767,310.58,310.39,36893488147420652018,36893488147420652048,15.76,5,9,9.94,15.29,True,Bear,313.14,14
160198,1680603467,1680603767,1680604073,310.39,309.99,36893488147420652048,36893488147420652079,15.41,8,6,6.74,14.95,True,Bear,313.17,14
160199,1680603773,1680604073,1680604379,309.99,310.29,36893488147420652079,36893488147420652110,16.24,8,7,8.8,15.75,True,Bull,313.17,15
160200,1680604079,1680604379,1680604686,310.29,310.3,36893488147420652110,36893488147420652140,13.4,6,7,6.09,13.0,True,Bull,313.17,13
160201,1680604386,1680604686,1680604989,310.3,310.29,36893488147420652140,36893488147420652170,13.1,5,7,7.12,12.7,True,Bear,313.17,12
160202,1680604689,1680604989,1680605292,310.29,310.05,36893488147420652170,36893488147420652199,9.47,4,5,5.24,9.18,True,Bear,313.17,9
160203,1680604992,1680605292,1680605595,310.05,310.19,36893488147420652199,36893488147420652230,11.92,6,5,6.28,11.57,True,Bull,313.17,11
160204,1680605295,1680605595,1680605901,310.19,310.0,36893488147420652230,36893488147420652260,7.78,3,4,4.07,7.55,True,Bear,313.17,7
160205,1680605601,1680605901,1680606207,310.0,309.99,36893488147420652260,36893488147420652290,21.89,9,12,12.63,21.23,True,Bear,313.17,21
160206,1680605907,1680606207,1680606510,309.99,311.45,36893488147420652290,36893488147420652321,15.57,9,6,9.35,15.1,True,Bull,313.17,15
160207,1680606210,1680606510,1680606814,311.45,310.69,36893488147420652321,36893488147420652351,42.27,16,25,25.42,41.0,True,Bear,313.17,41
160208,1680606514,1680606814,1680607121,310.69,311.09,36893488147420652351,36893488147420652381,20.31,13,7,13.2,19.7,True,Bull,313.17,20
160209,1680606821,1680607121,1680607427,311.09,310.31,36893488147420652381,36893488147420652411,14.79,8,6,6.46,14.35,True,Bear,313.17,14
160210,1680607127,1680607427,1680607733,310.31,309.81,36893488147420652411,36893488147420652442,15.04,7,7,7.37,14.59,True,Bear,313.17,14
160211,1680607433,1680607733,1680608039,309.81,310.37,36893488147420652442,36893488147420652472,19.08,11,7,11.82,18.51,True,Bull,313.17,18
160212,1680607739,1680608039,1680608345,310.37,310.51,36893488147420652472,36893488147420652503,9.05,4,4,4.45,8.78,True,Bull,313.17,8
160213,1680608045,1680608345,1680608651,310.51,310.4,36893488147420652503,36893488147420652533,20.86,11,9,9.3,20.24,True,Bear,313.17,20
160214,1680608351,1680608651,1680608957,310.4,310.4,36893488147420652533,36893488147420652563,18.87,9,9,0.0,0.0,True,Bear,313.17,18
160215,1680608657,1680608957,1680609263,310.4,310.71,36893488147420652563,36893488147420652592,14.01,8,5,8.51,13.59,True,Bull,313.17,13
160216,1680608963,1680609263,1680609566,310.71,311.05,36893488147420652592,36893488147420652623,16.73,10,6,10.41,16.22,True,Bull,313.17,16
160217,1680609266,1680609566,1680609872,311.05,311.5,36893488147420652623,36893488147420652653,15.04,7,7,7.45,14.59,True,Bull,313.17,14
160218,1680609572,1680609872,1680610178,311.5,311.45,36893488147420652653,36893488147420652683,14.92,8,6,6.39,14.47,True,Bear,313.17,14
160219,1680609878,1680610178,1680610483,311.45,311.08,36893488147420652683,36893488147420652714,16.22,6,9,9.8,15.73,True,Bear,313.17,15
160220,1680610183,1680610483,1680610789,311.08,311.34,36893488147420652714,36893488147420652744,9.88,5,4,5.36,9.58,True,Bull,313.17,9
160221,1680610489,1680610789,1680611096,311.34,311.27,36893488147420652744,36893488147420652774,11.05,7,3,3.5,10.72,True,Bear,313.17,10
160222,1680610796,1680611096,1680611402,311.27,311.48,36893488147420652774,36893488147420652804,5.43,2,2,2.56,5.26,True,Bull,313.17,4
160223,1680611102,1680611402,1680611705,311.48,311.32,36893488147420652804,36893488147420652835,9.37,4,5,5.25,9.09,True,Bear,313.17,9
160224,1680611405,1680611705,1680612011,311.32,311.1,36893488147420652835,36893488147420652865,12.48,5,6,6.65,12.11,True,Bear,313.17,11
160225,1680611711,1680612011,1680612317,311.1,311.13,36893488147420652865,36893488147420652896,9.76,6,3,6.56,9.47,True,Bull,313.17,9
160226,1680612017,1680612317,1680612623,311.13,311.5,36893488147420652896,36893488147420652927,15.94,6,9,6.34,15.46,True,Bull,313.17,15
160227,1680612323,1680612623,1680612929,311.5,311.34,36893488147420652927,36893488147420652957,15.13,9,5,5.53,14.67,True,Bear,313.17,14
160228,1680612629,1680612929,1680613235,311.34,311.5,36893488147420652957,36893488147420652988,9.14,5,3,5.69,8.86,True,Bull,313.17,8
160229,1680612935,1680613235,1680613541,311.5,311.49,36893488147420652988,36893488147420653017,23.65,11,12,12.12,22.94,True,Bear,313.17,23
160230,1680613241,1680613541,1680613847,311.49,312.26,36893488147420653017,36893488147420653048,12.37,7,4,7.97,12.0,True,Bull,313.17,11
160231,1680613547,1680613847,1680614153,312.26,311.79,36893488147420653048,36893488147420653078,18.34,10,8,8.17,17.79,True,Bear,313.17,18
160232,1680613853,1680614153,1680614457,311.79,311.91,36893488147420653078,36893488147420653108,18.62,8,10,8.55,18.06,True,Bull,313.17,18
160233,1680614157,1680614457,1680614760,311.91,312.01,36893488147420653108,36893488147420653138,22.74,11,11,11.61,22.06,True,Bull,313.17,22
160234,1680614460,1680614760,1680615063,312.01,311.92,36893488147420653138,36893488147420653169,12.33,7,4,4.75,11.96,True,Bear,313.09,11
160235,1680614763,1680615063,1680615368,311.92,311.79,36893488147420653169,36893488147420653199,16.98,6,10,10.04,16.47,True,Bear,313.09,16
160236,1680615068,1680615368,1680615674,311.79,311.6,36893488147420653199,36893488147420653230,6.8,3,2,2.89,6.6,True,Bear,313.09,5
160237,1680615374,1680615674,1680615983,311.6,311.36,36893488147420653230,36893488147420653261,26.44,14,12,12.32,25.65,True,Bear,313.09,26
160238,1680615683,1680615983,1680616289,311.36,311.3,36893488147420653261,36893488147420653291,30.98,18,12,12.29,30.05,True,Bear,313.09,30
160239,1680615989,1680616289,1680616595,311.3,311.18,36893488147420653291,36893488147420653322,39.63,24,15,15.37,38.44,True,Bear,313.09,39
160241,1680616601,1680616901,1680617206,311.39,311.28,36893488147420653351,36893488147420653382,31.6,18,12,12.67,30.66,True,Bear,313.09,30
160240,1680616295,1680616595,1680616901,311.18,311.39,36893488147420653322,36893488147420653351,36.41,23,12,23.53,35.32,True,Bull,313.09,35
160242,1680616906,1680617206,1680617512,311.28,311.16,36893488147420653382,36893488147420653411,42.32,27,14,14.78,41.05,True,Bear,313.09,41
160243,1680617212,1680617512,1680617818,311.16,311.32,36893488147420653411,36893488147420653441,42.2,26,16,26.12,40.93,True,Bull,313.09,42
160244,1680617518,1680617818,1680618124,311.32,311.01,36893488147420653441,36893488147420653472,33.09,21,11,11.2,32.1,True,Bear,313.09,32
160245,1680617824,1680618124,1680618430,311.01,311.04,36893488147420653472,36893488147420653501,36.31,14,21,14.51,35.22,True,Bull,313.09,35
160246,1680618130,1680618430,1680618736,311.04,311.48,36893488147420653501,36893488147420653531,23.4,15,8,15.29,22.7,True,Bull,313.09,23
160247,1680618436,1680618736,1680619042,311.48,312.0,36893488147420653531,36893488147420653562,59.7,39,20,39.33,57.91,True,Bull,313.09,59
160249,1680619048,1680619348,1680619657,311.7,311.52,36893488147420653590,36893488147420653621,44.27,25,19,19.19,42.94,True,Bear,313.09,44
160248,1680618742,1680619042,1680619348,312.0,311.7,36893488147420653562,36893488147420653590,61.5,36,25,25.42,59.66,True,Bear,313.09,61
160250,1680619357,1680619657,1680619963,311.52,311.5,36893488147420653621,36893488147420653650,39.56,25,14,14.53,38.37,True,Bear,313.14,39
160251,1680619663,1680619963,1680620268,311.5,311.5,36893488147420653650,36893488147420653681,12.69,7,5,5.37,12.31,True,Bear,313.14,12
160252,1680619968,1680620268,1680620571,311.5,311.23,36893488147420653681,36893488147420653710,9.09,3,5,5.63,8.82,True,Bear,313.14,8
160253,1680620271,1680620571,1680620874,311.23,311.49,36893488147420653710,36893488147420653740,8.69,4,4,4.36,8.43,True,Bull,313.14,8
160254,1680620574,1680620874,1680621177,311.49,311.25,36893488147420653740,36893488147420653769,15.71,7,8,8.2,15.24,True,Bear,313.14,15
160255,1680620877,1680621177,1680621483,311.25,311.04,36893488147420653769,36893488147420653800,9.84,3,6,6.52,9.55,True,Bear,313.14,9
160256,1680621183,1680621483,1680621786,311.04,311.0,36893488147420653800,36893488147420653829,6.53,3,3,3.17,6.33,True,Bear,313.14,6
160257,1680621486,1680621786,1680622089,311.0,310.85,36893488147420653829,36893488147420653859,9.12,4,4,4.65,8.84,True,Bear,313.14,8
160258,1680621789,1680622089,1680622395,310.85,310.8,36893488147420653859,36893488147420653889,10.18,5,5,5.01,9.88,True,Bear,313.14,10
160259,1680622095,1680622395,1680622701,310.8,311.0,36893488147420653889,36893488147420653919,10.25,5,4,5.43,9.94,True,Bull,313.09,9
160260,1680622401,1680622701,1680623004,311.0,311.01,36893488147420653919,36893488147420653949,17.65,8,9,8.12,17.12,True,Bull,313.09,17
160261,1680622704,1680623004,1680623311,311.01,311.3,36893488147420653949,36893488147420653979,8.16,4,3,4.23,7.92,True,Bull,313.09,7
160262,1680623011,1680623311,1680623618,311.3,311.07,36893488147420653979,36893488147420654009,23.95,13,10,10.64,23.23,True,Bear,313.09,23
160263,1680623318,1680623618,1680623924,311.07,311.19,36893488147420654009,36893488147420654039,18.16,8,9,8.67,17.62,True,Bull,313.09,17
160264,1680623624,1680623924,1680624230,311.19,311.0,36893488147420654039,36893488147420654069,13.83,6,6,6.96,13.41,True,Bear,313.09,12
160265,1680623930,1680624230,1680624534,311.0,310.89,36893488147420654069,36893488147420654098,13.04,7,5,5.64,12.65,True,Bear,313.09,12
160266,1680624234,1680624534,1680624837,310.89,310.9,36893488147420654098,36893488147420654128,9.5,5,4,5.45,9.22,True,Bull,313.09,9
160267,1680624537,1680624837,1680625143,310.9,310.73,36893488147420654128,36893488147420654159,8.76,4,4,4.4,8.49,True,Bear,313.09,8
160268,1680624843,1680625143,1680625449,310.73,310.89,36893488147420654159,36893488147420654189,8.73,4,4,4.22,8.47,True,Bull,313.09,8
160269,1680625149,1680625449,1680625753,310.89,311.09,36893488147420654189,36893488147420654220,13.56,7,6,7.46,13.15,True,Bull,313.09,13
160270,1680625453,1680625753,1680626059,311.09,310.99,36893488147420654220,36893488147420654250,13.85,6,7,7.65,13.43,True,Bear,313.09,13
160271,1680625759,1680626059,1680626365,310.99,310.71,36893488147420654250,36893488147420654281,7.84,3,4,4.68,7.6,True,Bear,313.09,7
160272,1680626065,1680626365,1680626671,310.71,311.09,36893488147420654281,36893488147420654311,11.46,5,5,5.8,11.12,True,Bull,313.09,10
160273,1680626371,1680626671,1680626977,311.09,311.01,36893488147420654311,36893488147420654341,13.19,6,7,7.08,12.8,True,Bear,313.09,13
160274,1680626677,1680626977,1680627282,311.01,310.92,36893488147420654341,36893488147420654371,9.37,4,5,5.19,9.09,True,Bear,313.09,9
160275,1680626982,1680627282,1680627585,310.92,310.81,36893488147420654371,36893488147420654401,13.87,6,7,7.0,13.46,True,Bear,313.09,13
160276,1680627285,1680627585,1680627888,310.81,311.01,36893488147420654401,36893488147420654431,10.14,4,5,4.84,9.83,True,Bull,313.09,9
160277,1680627588,1680627888,1680628193,311.01,311.19,36893488147420654431,36893488147420654461,14.07,7,6,7.5,13.65,True,Bull,313.09,13
160278,1680627893,1680628193,1680628498,311.19,310.8,36893488147420654461,36893488147420654491,14.88,6,7,7.99,14.43,True,Bear,313.09,13
160279,1680628198,1680628498,1680628804,310.8,310.96,36893488147420654491,36893488147420654521,14.38,6,8,6.1,13.95,True,Bull,313.09,14
160280,1680628504,1680628804,1680629113,310.96,311.11,36893488147420654521,36893488147420654552,8.86,5,3,5.13,8.59,True,Bull,313.09,8
160281,1680628813,1680629113,1680629421,311.11,311.13,36893488147420654552,36893488147420654582,11.96,4,7,4.7,11.6,True,Bull,313.14,11
160282,1680629121,1680629421,1680629726,311.13,311.12,36893488147420654582,36893488147420654613,12.12,5,6,6.63,11.76,True,Bear,313.14,11
160283,1680629426,1680629726,1680630032,311.12,310.92,36893488147420654613,36893488147420654643,9.4,4,4,4.77,9.12,True,Bear,313.14,8
160284,1680629732,1680630032,1680630337,310.92,311.19,36893488147420654643,36893488147420654673,18.02,10,7,10.31,17.48,True,Bull,313.14,17
160285,1680630037,1680630337,1680630645,311.19,311.01,36893488147420654673,36893488147420654704,15.17,8,6,6.73,14.71,True,Bear,313.14,14
160286,1680630345,1680630645,1680630951,311.01,310.98,36893488147420654704,36893488147420654733,29.83,10,19,19.29,28.94,True,Bear,313.14,29
160287,1680630651,1680630951,1680631257,310.98,311.19,36893488147420654733,36893488147420654763,12.72,7,5,7.29,12.34,True,Bull,313.14,12
160288,1680630957,1680631257,1680631561,311.19,311.09,36893488147420654763,36893488147420654794,21.3,9,11,11.47,20.66,True,Bear,313.14,20
160289,1680631261,1680631561,1680631867,311.09,310.96,36893488147420654794,36893488147420654821,20.44,12,7,7.55,19.83,True,Bear,313.14,19
160290,1680631567,1680631867,1680632172,310.96,310.99,36893488147420654821,36893488147420654852,7.07,4,2,4.32,6.85,True,Bull,313.14,6
160291,1680631872,1680632172,1680632475,310.99,311.0,36893488147420654852,36893488147420654882,22.49,13,9,13.12,21.82,True,Bull,313.14,22
160292,1680632175,1680632475,1680632781,311.0,311.09,36893488147420654882,36893488147420654913,7.85,4,3,4.47,7.62,True,Bull,313.14,7
160293,1680632481,1680632781,1680633087,311.09,311.19,36893488147420654913,36893488147420654943,12.16,7,5,7.08,11.8,True,Bull,313.14,12
160294,1680632787,1680633087,1680633390,311.19,311.25,36893488147420654943,36893488147420654973,14.09,5,8,5.43,13.67,True,Bull,313.14,13
160295,1680633090,1680633390,1680633694,311.25,311.2,36893488147420654973,36893488147420655003,16.88,6,10,10.63,16.38,True,Bear,313.14,16
160296,1680633394,1680633694,1680634000,311.2,311.29,36893488147420655003,36893488147420655033,12.22,6,5,6.34,11.85,True,Bull,313.14,11
160297,1680633700,1680634000,1680634306,311.29,311.3,36893488147420655033,36893488147420655064,10.21,4,5,4.51,9.9,True,Bull,313.14,9
160298,1680634006,1680634306,1680634612,311.3,311.21,36893488147420655064,36893488147420655094,4.08,2,1,1.72,3.96,True,Bear,313.14,3
160299,1680634312,1680634612,1680634918,311.21,310.9,36893488147420655094,36893488147420655125,11.68,4,7,7.45,11.33,True,Bear,313.14,11
160300,1680634618,1680634918,1680635224,310.9,310.92,36893488147420655125,36893488147420655155,14.02,9,4,9.23,13.6,True,Bull,313.14,13
160301,1680634924,1680635224,1680635530,310.92,310.95,36893488147420655155,36893488147420655186,5.99,3,2,3.47,5.81,True,Bull,313.14,5
160302,1680635230,1680635530,1680635836,310.95,311.2,36893488147420655186,36893488147420655216,13.62,8,5,8.1,13.21,True,Bull,313.14,13
160303,1680635536,1680635836,1680636142,311.2,311.1,36893488147420655216,36893488147420655247,9.35,4,5,5.24,9.07,True,Bear,313.14,9
160304,1680635842,1680636142,1680636448,311.1,311.16,36893488147420655247,36893488147420655277,9.17,3,5,3.53,8.89,True,Bull,313.14,8
160305,1680636148,1680636448,1680636753,311.16,311.13,36893488147420655277,36893488147420655307,15.61,9,6,6.57,15.14,True,Bear,313.14,15
160306,1680636453,1680636753,1680637058,311.13,311.09,36893488147420655307,36893488147420655337,10.93,6,4,4.08,10.6,True,Bear,313.14,10
160307,1680636758,1680637058,1680637364,311.09,311.14,36893488147420655337,36893488147420655367,5.66,2,2,2.92,5.49,True,Bull,313.14,4
160308,1680637064,1680637364,1680637670,311.14,311.28,36893488147420655367,36893488147420655397,10.95,6,4,6.8,10.62,True,Bull,313.14,10
160309,1680637370,1680637670,1680637976,311.28,311.39,36893488147420655397,36893488147420655427,11.7,5,6,5.55,11.35,True,Bull,313.14,11
160310,1680637676,1680637976,1680638282,311.39,311.35,36893488147420655427,36893488147420655457,11.83,6,5,5.77,11.47,True,Bear,313.14,11
160311,1680637982,1680638282,1680638588,311.35,311.31,36893488147420655457,36893488147420655487,16.98,7,9,9.68,16.47,True,Bear,313.14,16
160312,1680638288,1680638588,1680638892,311.31,311.42,36893488147420655487,36893488147420655518,15.12,6,8,6.35,14.67,True,Bull,313.14,14
160313,1680638592,1680638892,1680639198,311.42,311.51,36893488147420655518,36893488147420655548,13.95,7,6,7.55,13.53,True,Bull,313.14,13
160314,1680638898,1680639198,1680639504,311.51,311.5,36893488147420655548,36893488147420655578,14.69,6,8,8.46,14.25,True,Bear,313.14,14
160315,1680639204,1680639504,1680639807,311.5,311.15,36893488147420655578,36893488147420655607,15.29,4,10,10.38,14.83,True,Bear,313.14,14
160316,1680639507,1680639807,1680640113,311.15,311.1,36893488147420655607,36893488147420655637,17.18,9,7,7.53,16.66,True,Bear,313.16,16
160317,1680639813,1680640113,1680640416,311.1,311.1,36893488147420655637,36893488147420655667,8.01,3,4,3.27,7.77,True,Bull,313.16,7
160318,1680640116,1680640416,1680640722,311.1,311.19,36893488147420655667,36893488147420655697,25.11,16,8,16.76,24.36,True,Bull,313.16,24
160319,1680640422,1680640722,1680641025,311.19,311.51,36893488147420655697,36893488147420655728,8.98,5,3,5.75,8.71,True,Bull,313.16,8
160320,1680640725,1680641025,1680641333,311.51,311.32,36893488147420655728,36893488147420655757,11.93,6,5,5.28,11.58,True,Bear,313.16,11
160321,1680641033,1680641333,1680641639,311.32,311.5,36893488147420655757,36893488147420655787,28.96,16,12,16.03,28.09,True,Bull,313.16,28
160322,1680641339,1680641639,1680641945,311.5,311.58,36893488147420655787,36893488147420655817,7.33,3,3,3.96,7.11,True,Bull,313.16,6
160323,1680641645,1680641945,1680642251,311.58,311.47,36893488147420655817,36893488147420655848,18.07,8,9,9.63,17.52,True,Bear,313.16,17
160324,1680641951,1680642251,1680642557,311.47,311.41,36893488147420655848,36893488147420655878,14.82,8,6,6.3,14.38,True,Bear,313.16,14
160325,1680642257,1680642557,1680642863,311.41,311.5,36893488147420655878,36893488147420655909,11.49,8,3,8.23,11.15,True,Bull,313.16,11
160327,1680642869,1680643169,1680643475,311.34,311.43,36893488147420655939,36893488147420655970,15.47,9,5,9.83,15.01,True,Bull,313.16,14
160326,1680642563,1680642863,1680643169,311.5,311.34,36893488147420655909,36893488147420655939,19.3,6,12,12.93,18.72,True,Bear,313.16,18
160328,1680643175,1680643475,1680643781,311.43,311.21,36893488147420655970,36893488147420655998,6.75,2,4,4.02,6.55,True,Bear,313.16,6
160329,1680643481,1680643781,1680644087,311.21,311.11,36893488147420655998,36893488147420656029,8.36,3,5,5.33,8.1,True,Bear,313.16,8
160330,1680643787,1680644087,1680644393,311.11,311.17,36893488147420656029,36893488147420656058,19.39,13,6,13.1,18.81,True,Bull,313.16,19
160331,1680644093,1680644393,1680644699,311.17,311.26,36893488147420656058,36893488147420656089,4.82,2,2,2.56,4.68,True,Bull,313.16,4
160332,1680644399,1680644699,1680645005,311.26,311.32,36893488147420656089,36893488147420656119,8.5,3,4,3.53,8.25,True,Bull,313.16,7
160333,1680644705,1680645005,1680645311,311.32,311.29,36893488147420656119,36893488147420656149,7.97,4,3,3.4,7.73,True,Bear,313.16,7
160334,1680645011,1680645311,1680645621,311.29,311.47,36893488147420656149,36893488147420656179,2.76,1,1,1.01,2.68,True,Bull,313.16,2
160335,1680645321,1680645621,1680645927,311.47,311.49,36893488147420656179,36893488147420656209,15.68,10,5,10.46,15.21,True,Bull,313.16,15
160336,1680645627,1680645927,1680646231,311.49,311.51,36893488147420656209,36893488147420656240,7.38,2,4,2.87,7.16,True,Bull,313.16,6
160337,1680645931,1680646231,1680646538,311.51,311.45,36893488147420656240,36893488147420656270,7.37,3,3,3.9,7.14,True,Bear,313.16,6
160338,1680646238,1680646538,1680646844,311.45,311.2,36893488147420656270,36893488147420656300,7.61,2,4,4.65,7.39,True,Bear,313.16,6
160339,1680646544,1680646844,1680647150,311.2,311.1,36893488147420656300,36893488147420656330,4.65,2,2,2.42,4.51,True,Bear,313.16,4
160340,1680646850,1680647150,1680647456,311.1,311.11,36893488147420656330,36893488147420656360,15.47,10,5,10.05,15.0,True,Bull,313.16,15
160341,1680647156,1680647456,1680647764,311.11,311.0,36893488147420656360,36893488147420656390,17.21,5,11,11.89,16.69,True,Bear,313.16,16
160342,1680647464,1680647764,1680648073,311.0,311.0,36893488147420656390,36893488147420656420,9.59,4,4,0.0,0.0,True,Bear,313.16,8
160343,1680647773,1680648073,1680648379,311.0,311.0,36893488147420656420,36893488147420656451,9.11,5,3,0.0,0.0,True,Bear,313.16,8
160344,1680648079,1680648379,1680648687,311.0,311.0,36893488147420656451,36893488147420656481,8.94,4,4,4.92,8.67,True,Bull,313.16,8
160345,1680648387,1680648687,1680648992,311.0,310.91,36893488147420656481,36893488147420656512,14.32,5,8,8.89,13.89,True,Bear,313.16,13
160346,1680648692,1680648992,1680649298,310.91,311.13,36893488147420656512,36893488147420656542,4.55,2,1,2.68,4.41,True,Bull,313.16,3
160347,1680648998,1680649298,1680649608,311.13,311.06,36893488147420656542,36893488147420656573,8.91,4,4,4.29,8.65,True,Bear,313.16,8
160348,1680649308,1680649608,1680649913,311.06,311.1,36893488147420656573,36893488147420656604,10.02,6,3,6.7,9.72,True,Bull,313.16,9
160349,1680649613,1680649913,1680650220,311.1,311.03,36893488147420656604,36893488147420656634,14.89,6,8,8.03,14.44,True,Bear,313.16,14
160350,1680649920,1680650220,1680650526,311.03,310.71,36893488147420656634,36893488147420656663,8.01,3,4,4.79,7.77,True,Bear,313.16,7
160351,1680650226,1680650526,1680650832,310.71,310.72,36893488147420656663,36893488147420656693,15.73,5,10,5.54,15.26,True,Bull,313.16,15
160353,1680650835,1680651135,1680651438,310.82,310.81,36893488147420656722,36893488147420656753,5.27,2,2,2.96,5.11,True,Bear,313.16,4
160352,1680650532,1680650832,1680651135,310.72,310.82,36893488147420656693,36893488147420656722,22.09,13,8,13.46,21.43,True,Bull,313.16,21
160354,1680651138,1680651438,1680651744,310.81,310.93,36893488147420656753,36893488147420656783,7.21,3,3,3.24,7.0,True,Bull,313.16,6
